id,age,education,stream_code,interests,skills,gender,title_code,title_label,cluster_code,cluster_label
row_16063,16,puc,arts,"discipline,ncc_defence","discipline,fitness_strength,leadership",male,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_05957,18,puc,pcmc,"teaching,working_with_children,writing","data_analysis,public_speaking,teaching,writing",female,school_teacher,School Teacher,education,Education & Training
row_15668,25,pg,msc,"astronomy,fitness,health_fitness,sports","discipline,teaching",female,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_00944,18,ug,ba,"building_machines,marketing,problem_solving,robotics","autocad,basic_networking,illustration,machine_operation,mechanical_skill,repairing",male,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_06123,19,ug,be,"working_with_children,writing","empathy,public_speaking,teaching,writing",male,pu_lecturer,PU Lecturer,education,Education & Training
row_03965,23,pg,ma,"biology_experiments,caring_people,health_fitness,social_work,video_editing","empathy,research_skills,teaching",male,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_02782,28,iti,civil_iti,"data_analysis,math,problem_solving",analytical,male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_15052,18,iti,computer_iti,"drawing,event_planning,hotel_management,travel_tourism","customer_service,leadership,planning",female,hotel_manager,Hotel Manager,hospitality,Hospitality & Tourism
row_02736,16,ug,bca,"accounting,data_analysis,problem_solving","analytical,machine_operation,mathematical_ability,programming",female,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_09098,23,ug,ba,"civic_issues,debate","research_skills,writing",male,journalist,Journalist,arts_media,"Arts, Design & Media"
row_04424,16,pg,mtech,"caring_people,first_aid,health_fitness,selling","active_listening,community_service,empathy,teaching,teamwork",male,nurse,Nurse,healthcare,Healthcare & Medicine
row_10540,19,puc,arts,"acting,debate,law_interest,stock_trading","critical_thinking,negotiation,public_speaking,writing",male,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_16288,36,iti,electroplating_iti,"adventure,building_machines,discipline,first_aid,ncc_defence","discipline,fitness_strength,leadership",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_02213,23,ug,bcom,"building_machines,cad_design,electronics,robotics","electronics_skills,machine_operation,repairing",female,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_08600,27,puc,commerce,"content_creation,drawing,graphic_design,music","crafting,drawing,photo_editing,storytelling,visual_design",other,graphic_designer,Graphic Designer,arts_media,"Arts, Design & Media"
row_13496,26,iti,electrical_iti,"mechanics,repairing","mechanical_skill,repairing",female,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_01482,33,iti,mechanical_iti,"building_machines,hands_on,problem_solving,repairing","carpentry_skill,teaching,time_management",male,civil_engineer,Civil Engineer,engineering,Engineering & Technology
row_03305,37,ug,bba,"coding,graphic_design,organic_farming","analytical,critical_thinking,data_analysis,mathematical_ability,programming,repairing",other,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_08866,18,ug,bsc,"content_creation,drawing,graphic_design","drawing,photo_editing,storytelling,visual_design",male,graphic_designer,Graphic Designer,arts_media,"Arts, Design & Media"
row_14295,23,puc,pcmb,"electrical_work,hands_on,tailoring","crafting,hand_eye_coordination,tailoring_skill",other,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_01581,31,ug,bba,"building_machines,electronics,graphic_design,robotics","electrical_wiring,electronics_skills,machine_operation,music,repairing",male,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_11561,25,iti,civil_iti,"community_service,helping_people,social_work,sports","active_listening,community_service,electronics_skills",other,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_07361,27,ug,ba,"accounting,entrepreneurship,hotel_management","analytical,budgeting,math,planning,writing",male,chartered_accountant,Chartered Accountant,business,"Business, Management & Finance"
row_06919,21,ug,ba,"sports,working_with_children,writing","machine_operation,public_speaking,teaching,writing",male,tutor,Tutor / Coaching Instructor,education,Education & Training
row_15904,23,iti,civil_iti,"fitness,health_fitness,politics,sports","discipline,fitness_strength,teaching",male,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_05927,17,ug,ba,"coding,farming","basic_networking,empathy,public_speaking,teaching",other,school_teacher,School Teacher,education,Education & Training
row_05737,17,pg,mcom,"web_dev,working_with_children,writing","empathy,idea_generation,public_speaking,teaching",other,school_teacher,School Teacher,education,Education & Training
row_15653,25,ug,ba,"coding,health_fitness,sports","discipline,fitness_strength,teaching,visual_design",other,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_01013,34,ug,bsc,"building_machines,cad_design,chemistry_experiments,problem_solving,robotics","autocad,machine_operation,mechanical_skill,repairing",other,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_03881,29,ug,be,"biology_experiments,caring_people,event_planning,health_fitness","critical_thinking,research_skills,teaching,visual_design",male,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_17021,17,ug,be,"graphic_design,management,marketing","entrepreneurship_skill,leadership,negotiation,planning",other,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_05236,26,pg,mba,"civic_issues,law_interest,robotics,web_dev","computer_hardware,cyber_awareness,electrical_wiring,public_speaking",other,physiotherapist,Physiotherapist,healthcare,Healthcare & Medicine
row_03975,16,ug,bba,"biology_experiments,caring_people,health_fitness","critical_thinking,empathy,gardening_skill,photography_skill,teaching",other,doctor_mbbs,Doctor (MBBS),healthcare,Healthcare & Medicine
row_07532,22,ug,bsc,"accounting,cooking,first_aid,stock_trading","analytical,data_analysis,drawing,mathematical_ability",other,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
row_02753,19,iti,mechanical_iti,"data_analysis,math,problem_solving","analytical,data_analysis,mathematical_ability,programming,visual_design",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_04146,19,ug,bba,"acting,caring_people,first_aid,health_fitness","active_listening,empathy,teaching,teamwork",male,nurse,Nurse,healthcare,Healthcare & Medicine
row_13979,16,iti,civil_iti,"building_machines,environment_science,hands_on,salon_beauty","carpentry_skill,cooking_skill,hand_eye_coordination,repairing",male,carpenter,Carpenter,skilled_trades,Skilled Trades & Vocational
row_05653,25,ug,be,"photography,problem_solving,teaching,working_with_children,writing","empathy,gardening_skill,public_speaking,teaching,writing",female,school_teacher,School Teacher,education,Education & Training
row_02929,39,ug,bcom,"data_analysis,hotel_management,problem_solving","analytical,cyber_awareness,mathematical_ability",male,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_07635,23,ug,be,"accounting,athletics,economics,stock_trading","fitness_strength,mathematical_ability",male,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
row_01063,26,ug,be,"building_machines,cad_design,caring_people,problem_solving,robotics","autocad,machine_operation,mechanical_skill,repairing",male,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_03162,25,iti,electrical_iti,"coding,physics_experiments,problem_solving","analytical,budgeting,critical_thinking,data_analysis,programming",female,ml_engineer,Machine Learning Engineer,it_ai,Information Technology & AI
row_15684,30,phd,phd_various,"fitness,sports","active_listening,discipline,fitness_strength,teaching",male,fitness_trainer,Fitness Trainer,sports_defence,"Sports, Fitness & Defence"
row_02640,35,iti,electrical_iti,"chemistry_experiments,data_analysis,math,problem_solving","analytical,data_analysis,mathematical_ability,programming",other,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_16261,16,pg,mba,"adventure,discipline,ncc_defence","analytical,discipline,fitness_strength,leadership",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_01080,18,ug,bba,"building_machines,health_fitness,problem_solving,robotics","autocad,machine_operation,mechanical_skill,repairing",female,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_03527,19,ug,be,"astronomy,coding,cyber_awareness,problem_solving","analytical,computer_hardware,critical_thinking,cyber_awareness",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_06130,31,ug,bba,teaching,"empathy,public_speaking,teaching,writing",other,pu_lecturer,PU Lecturer,education,Education & Training
row_16792,24,pg,mcom,"debate,management,marketing","entrepreneurship_skill,leadership,negotiation,planning",female,startup_founder,Startup Founder,entrepreneurship,Entrepreneurship & Startups
row_04988,22,ug,bca,"biology_experiments,chemistry_experiments,environment_science,lab_research","analytical,conflict_resolution,machine_operation,research_skills",female,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_12598,23,iti,electroplating_iti,"environment_science,farming,organic_farming","farming_skill,planning,research_skills",male,horticulturist,Horticulturist,agriculture,Agriculture & Environment
row_01845,23,ug,be,"building_machines,electronics,robotics","electrical_wiring,electronics_skills,farming_skill,machine_operation,repairing",male,electrical_engineer,Electrical Engineer,engineering,Engineering & Technology
row_02535,16,ug,bca,"adventure,math,problem_solving,stock_trading","analytical,data_analysis",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_10717,24,iti,electroplating_iti,"civic_issues,debate,law_interest,problem_solving","critical_thinking,empathy,public_speaking,writing",other,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_08423,20,ug,be,"helping_people,management,ncc_defence,organizing","empathy,leadership,negotiation",female,hr_manager,HR Manager,business,"Business, Management & Finance"
row_04797,33,ug,bca,"chemistry_experiments,health_fitness,music","analytical,critical_thinking,research_skills",other,pharmacist,Pharmacist,healthcare,Healthcare & Medicine
row_10012,23,ug,ba,"content_creation,drawing,photography","marketing_skill,photo_editing,photography_skill,visual_design",male,photographer,Photographer,arts_media,"Arts, Design & Media"
row_09296,31,puc,pcmb,"civic_issues,debate,entrepreneurship,writing","public_speaking,research_skills,writing",other,journalist,Journalist,arts_media,"Arts, Design & Media"
row_02618,25,puc,pcmb,"data_analysis,law_interest,math,problem_solving,social_work","analytical,data_analysis,mathematical_ability,programming",female,data_scientist,Data Scientist,it_ai,Information Technology & AI
row_11006,39,iti,civil_iti,"caring_people,civic_issues,discipline,sports","discipline,fitness_strength,leadership",other,police_officer,Police Officer,law_public,"Law, Civil & Public Services"
row_14459,26,iti,computer_iti,"hands_on,photography","crafting,hand_eye_coordination,programming,quick_decision",male,tailor,Tailor,skilled_trades,Skilled Trades & Vocational
row_03558,17,iti,mechanical_iti,problem_solving,"analytical,computer_hardware,critical_thinking,hand_eye_coordination",female,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_13239,28,iti,computer_iti,"electrical_work,hands_on,repairing","electrical_wiring,repairing",other,electrician,Electrician,skilled_trades,Skilled Trades & Vocational
row_00319,20,ug,be,"coding,electronics,problem_solving,web_dev","computer_hardware,critical_thinking,data_analysis,discipline,programming",male,software_engineer,Software Engineer,engineering,Engineering & Technology
row_08758,19,ug,bca,"content_creation,drawing,photography","drawing,photo_editing,quick_decision,storytelling,visual_design",male,graphic_designer,Graphic Designer,arts_media,"Arts, Design & Media"
row_03363,16,iti,electroplating_iti,"caring_people,coding,stock_trading","analytical,computer_hardware,critical_thinking,cyber_awareness",male,cybersecurity_analyst,Cybersecurity Analyst,it_ai,Information Technology & AI
row_04223,24,ug,ba,"electronics,first_aid,stock_trading","active_listening,empathy,teaching,teamwork",female,nurse,Nurse,healthcare,Healthcare & Medicine
row_15446,24,ug,be,"culture,history,management,travel_tourism","customer_service,planning,public_speaking",female,tour_guide,Tour Guide,hospitality,Hospitality & Tourism
row_10565,19,ug,bca,"civic_issues,debate,law_interest","critical_thinking,negotiation,public_speaking,storytelling,writing",female,lawyer,Lawyer / Advocate,law_public,"Law, Civil & Public Services"
row_10405,20,ug,bba,"biology_experiments,content_creation,reading,writing","discipline,research_skills,storytelling,writing",female,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_06224,16,puc,pcme,"teaching,working_with_children,writing","empathy,gardening_skill,public_speaking,teaching,writing",male,pu_lecturer,PU Lecturer,education,Education & Training
row_09231,25,pg,msc,"civic_issues,debate,environment_science,event_planning","photography_skill,public_speaking,visual_design,writing",female,journalist,Journalist,arts_media,"Arts, Design & Media"
row_13585,17,puc,pcmb,"animal_care,hands_on,repairing","basic_networking,hand_eye_coordination,machine_operation,repairing",male,mechanic,Mechanic,skilled_trades,Skilled Trades & Vocational
row_02569,23,ug,bba,"data_analysis,math","analytical,dance,data_analysis,machine_operation,mathematical_ability,programming",female,data_analyst,Data Analyst,it_ai,Information Technology & AI
row_07068,26,ug,ba,"health_fitness,teaching,working_with_children","empathy,gardening_skill,writing",other,tutor,Tutor / Coaching Instructor,education,Education & Training
row_11659,22,phd,phd_various,"community_service,electronics","active_listening,community_service,programming",male,social_worker,Social Worker,law_public,"Law, Civil & Public Services"
row_09603,16,ug,be,"coding,content_creation,video_editing","photo_editing,quick_decision,storytelling,video_editing",other,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_14661,20,puc,pcme,"carpentry,cooking,electrical_work,event_planning,hotel_management","cooking_skill,leadership,planning,time_management",female,chef,Chef,hospitality,Hospitality & Tourism
row_10285,19,pg,mba,"content_creation,teaching,writing","research_skills,storytelling,writing",male,content_writer,Content Writer,arts_media,"Arts, Design & Media"
row_07878,25,pg,mtech,"content_creation,management,marketing,selling","active_listening,farming_skill,negotiation,planning,public_speaking",female,marketing_executive,Marketing Executive,business,"Business, Management & Finance"
row_16179,26,pg,mca,"adventure,discipline","discipline,fitness_strength,leadership",other,army_personnel,Army / Defence Personnel,sports_defence,"Sports, Fitness & Defence"
row_00529,22,ug,ba,"coding,fitness,gaming,problem_solving,web_dev","autocad,data_analysis,programming",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_01423,23,ug,bcom,"building_machines,hands_on,problem_solving","carpentry_skill,mechanical_skill,planning,time_management",other,civil_engineer,Civil Engineer,engineering,Engineering & Technology
row_00151,18,ug,be,"coding,electronics,fitness,problem_solving,web_dev","computer_hardware,critical_thinking,data_analysis,programming,time_management",female,software_engineer,Software Engineer,engineering,Engineering & Technology
row_16439,18,puc,arts,"coaching,gaming","fitness_strength,leadership,teaching",female,sports_coach,Sports Coach,sports_defence,"Sports, Fitness & Defence"
row_00477,26,ug,ba,"accounting,coding,web_dev","autocad,dance,data_analysis",other,mobile_app_developer,Mobile App Developer,it_ai,Information Technology & AI
row_06781,21,puc,arts,"problem_solving,teaching,working_with_children","empathy,public_speaking,teaching,visual_design,writing",male,tutor,Tutor / Coaching Instructor,education,Education & Training
row_00910,28,ug,ba,"building_machines,hotel_management,problem_solving,robotics","autocad,machine_operation,mechanical_skill,repairing",female,mechanical_engineer,Mechanical Engineer,engineering,Engineering & Technology
row_05174,24,ug,bsc,"biology_experiments,lab_research","machine_operation,research_skills",female,lab_technician,Lab Technician,healthcare,Healthcare & Medicine
row_09531,21,ug,bca,"content_creation,photography","marketing_skill,photo_editing,video_editing",male,video_editor,Video Producer / Editor,arts_media,"Arts, Design & Media"
row_06347,16,ug,be,"caring_people,physics_experiments,research,rural_development,teaching","public_speaking,research_skills,writing",female,college_professor,College Professor,education,Education & Training
row_01155,24,iti,electroplating_iti,"building_machines,hands_on,problem_solving","mechanical_skill,planning,time_management",other,civil_engineer,Civil Engineer,engineering,Engineering & Technology
row_01963,18,iti,mechanical_iti,"building_machines,electronics,robotics","electrical_wiring,electronics_skills,machine_operation,programming,repairing",male,embedded_engineer,Embedded Systems Engineer,engineering,Engineering & Technology
row_08492,29,ug,bcom,"counselling,helping_people,management,organizing","content_creation,customer_service,empathy,leadership,negotiation",other,hr_manager,HR Manager,business,"Business, Management & Finance"
row_07586,18,ug,bcom,"economics,stock_trading,teaching","analytical,computer_hardware,data_analysis,mathematical_ability,negotiation",other,financial_analyst,Financial Analyst,business,"Business, Management & Finance"
